Mes,SuperFamily,Familia,Codigo Producto,Venta 2024,Venta 2023,Venta 2022,Projection
10,Bebé,Baby Soft,1148AN1010050,38.0,23.0,21.0,27.0
10,Bebé,Baby Soft,1148AN1010081,41.0,39.3,120.0,58.0
10,Bebé,Baby Soft,1148AN1010229,63.0,63.0,61.5,52.0
10,Bebé,Baby Soft,1148AN1010439,51.5,113.0,53.0,43.0
10,Bebé,Baby Soft,1148AN1010730,42.0,49.0,42.0,39.0
10,Bebé,Baby Soft,1148AN1010734,78.0,57.0,56.0,49.0
10,Bebé,Baby Soft,1148AN1010812,40.0,97.0,33.0,31.0
10,Bebé,Baby Soft,1148AN1010831,29.0,43.6,59.0,36.0
10,Bebé,Baby Soft,1148AN1010875,45.0,85.0,26.0,42.0
10,Bebé,Baby Soft,1148AN1010888,40.0,56.0,53.0,54.0
10,Bebé,Baby Soft,1148AN1011102,243.0,290.0,254.0,205.0
10,Bebé,Baby Soft,1148AN1011302,110.0,78.0,56.0,80.0
10,Bebé,Baby Soft,1148AN1013401,47.0,37.0,23.0,33.0
10,Bebé,Baby Soft,1148AN1013602,45.0,45.3,34.0,39.0
10,Bebé,Baby Soft,1148AN1013902,24.0,30.2,27.0,26.0
10,Bebé,Baby Soft,1148AN1014204,19.0,21.3,17.0,24.0
10,Bebé,Baby Soft,1148AN1016402,21.0,27.0,28.0,22.0
10,Bebé,Baby Soft,1148AN1018902,89.0,76.0,91.0,73.0
10,Bebé,Bebe 100,5615IMD100208,8.5,,,4.0
10,Bebé,Bebe 100,5615IMD100215,4.0,,,3.0
10,Bebé,Bebe 100,5615IMD100217,1.0,,,2.0
10,Bebé,Bebe 100,5615IMD100247,9.0,,,1.0
10,Bebé,Bebe 100,5615IMD101036,4.0,,,1.0
10,Bebé,Bebe 100,5615IMD101199,3.0,,,0.0
10,Bebé,Bebe 100,5615IMD102197,3.5,,,2.0
10,Bebé,Bebe 100,5615IMD102587,5.5,,,2.0
10,Bebé,Bebe 100,5615IMD103641,6.0,,,2.0
10,Bebé,Bebe 100,5615IMD104895,4.0,,,3.0
10,Bebé,Bebe 100,5615IMD110094,8.0,,,2.0
10,Bebé,Bebe 100,5615IMD123070,4.0,,,2.0
10,Bebé,Bebe 100,5615IMD199054,12.0,,,3.0
10,Bebé,Lolipop,5601IMD180430,13.0,5.5,20.5,16.0
10,Bebé,Lolipop,5601IMD180431,13.0,3.0,20.5,15.0
10,Bebé,Lolipop,5601IMD180432,27.0,4.5,26.5,16.0
10,Bebé,Lolipop,5601IMD180433,19.0,1.0,14.5,13.0
10,Bebé,Lolipop,5601IMD180434,29.0,4.0,23.0,18.0
10,Bebé,Lolipop,5601IMD180437,22.0,3.0,20.0,15.0
10,Bebé,Lolipop,5601IMD180440,21.0,4.0,19.0,21.0
10,Bebé,Lolipop,5601IMD180563,21.0,,17.5,17.0
10,Bebé,Lolipop,5601IMD181117,5.0,1.0,19.0,10.0
10,Bebé,Super Nene,1140NA1010001,36.0,47.2,44.1,39.0
10,Bebé,Super Nene,1140NA1010003,62.0,53.0,47.2,50.0
10,Bebé,Super Nene,1140NA1010004,16.0,19.0,16.5,21.0
10,Bebé,Super Nene,1140NA1010005,20.0,22.0,32.0,25.0
10,Bebé,Super Nene,1140NA1010007,24.0,35.0,25.0,22.0
10,Bebé,Super Nene,1140NA1010008,16.0,12.0,34.0,19.0
10,Bebé,Super Nene,1140NA1010009,,,31.0,23.0
10,Bebé,Super Nene,1140NA1010011,,20.0,27.0,10.0
10,Bebé,Super Nene,1140NA1010026,39.0,68.0,90.7,56.0
10,Bebé,Super Nene,1140NA1010033,,,11.0,8.0
10,Bebé,Super Nene,1140NA1010034,28.0,23.0,32.0,33.0
10,Bebé,Super Nene,1140NA1010073,44.0,42.0,51.2,47.0
10,Bebé,Super Nene,1140NA1010439,31.0,33.0,25.0,26.0
10,Bebé,Super Nene,1140NA1010730,63.0,47.0,50.0,46.0
10,Bebé,Super Nene,1140NA1010731,28.0,28.0,39.0,28.0
10,Bebé,Super Nene,1140NA1010732,17.0,23.0,21.0,23.0
10,Bebé,Super Nene,1140NA1010734,14.0,45.0,24.0,30.0
10,Bebé,Super Nene,1140NA1010829,39.0,32.0,38.0,36.0
10,Bebé,Super Nene,1140NA1011102,180.0,137.0,180.2,140.0
10,Bebé,Super Nene,1140NA1011302,26.0,50.0,46.0,32.0
10,Bebé,Super Nene,1140NA1013303,,,62.0,14.0
10,Bebé,Super Nene,1140NA1013952,24.0,56.0,27.0,33.0
10,Bebé,Super Nene,1140NA1016902,,31.0,28.0,15.0
10,Bebé,Super Nene,1140NA1018902,80.0,56.2,64.0,49.0
10,Hilos Verano,Acqua Microfibra,5533IM6010001,80.0,,,24.0
10,Hilos Verano,Acqua Microfibra,5533IM6010002,129.0,,,28.0
10,Hilos Verano,Acqua Microfibra,5533IM6010003,110.0,,,28.0
10,Hilos Verano,Acqua Microfibra,5533IM6010004,133.0,,,29.0
10,Hilos Verano,Acqua Microfibra,5533IM6010005,133.0,,,28.0
10,Hilos Verano,Acqua Microfibra,5533IM6010006,88.0,,,25.0
10,Hilos Verano,Acqua Microfibra,5533IM6010007,88.0,,,27.0
10,Hilos Verano,Acqua Microfibra,5533IM6010008,137.0,,,30.0
10,Hilos Verano,Acqua Microfibra,5533IM6010009,74.0,,,24.0
10,Hilos Verano,Acqua Microfibra,5533IM6010011,127.0,,,26.0
10,Hilos Verano,Acqua Microfibra,5533IM6010012,63.0,,,22.0
10,Hilos Verano,Cotton Premium,5527IM6010003,80.0,43.7,32.0,74.0
10,Hilos Verano,Cotton Premium,5527IM6010007,49.0,,,22.0
10,Hilos Verano,Cotton Premium,5527IM6010008,61.9,,,25.0
10,Hilos Verano,Cotton Premium,5527IM6010009,43.0,,,23.0
10,Hilos Verano,Cotton Premium,5527IM6010014,46.0,,,27.0
10,Hilos Verano,Cotton Premium,5527IM6010028,50.0,58.0,,49.0
10,Hilos Verano,Cotton Premium,5527IM6010029,65.0,,,26.0
10,Hilos Verano,Cotton Premium,5527IM6010033,88.0,86.0,,60.0
10,Hilos Verano,Cotton Premium,5527IM6010048,71.0,207.0,,62.0
10,Hilos Verano,Cotton Premium,5527IM6010081,41.0,48.0,31.0,52.0
10,Hilos Verano,Cotton Premium,5527IM6010092,81.0,108.0,,63.0
10,Hilos Verano,Cotton Premium,5527IM6010205,120.0,71.0,31.0,100.0
10,Hilos Verano,Cotton Premium,5527IM6010209,135.0,224.0,,97.0
10,Hilos Verano,Cotton Premium,5527IM6010216,25.0,192.0,,49.0
10,Hilos Verano,Cotton Premium,5527IM6010229,145.0,92.0,48.0,127.0
10,Hilos Verano,Cotton Premium,5527IM6010279,43.0,40.0,31.0,52.0
10,Hilos Verano,Cotton Premium,5527IM6010439,82.0,76.0,45.0,93.0
10,Hilos Verano,Cotton Premium,5527IM6010728,61.0,45.0,29.0,60.0
10,Hilos Verano,Cotton Premium,5527IM6010730,73.0,89.0,31.0,86.0
10,Hilos Verano,Cotton Premium,5527IM6010875,35.0,48.0,21.6,47.0
10,Hilos Verano,Cotton Premium,5527IM6010888,76.0,96.0,41.0,98.0
10,Hilos Verano,Cotton Premium,5527IM6011102,357.0,234.0,94.6,307.0
10,Hilos Verano,Cotton Premium,5527IM6011281,44.0,213.0,,65.0
10,Hilos Verano,Cotton Premium,5527IM6011302,236.9,143.0,70.0,211.0
10,Hilos Verano,Cotton Premium,5527IM6012302,73.0,,,32.0
10,Hilos Verano,Cotton Premium,5527IM6012903,47.0,49.8,31.0,61.0
10,Hilos Verano,Cotton Premium,5527IM6013401,40.0,86.0,38.6,77.0
10,Hilos Verano,Cotton Premium,5527IM6013602,170.0,148.0,67.0,163.0
10,Hilos Verano,Cotton Premium,5527IM6013902,51.0,,,23.0
10,Hilos Verano,Cotton Premium,5527IM6014850,42.9,198.0,,58.0
10,Hilos Verano,Cotton Premium,5527IM6016210,64.0,89.0,36.0,81.0
10,Hilos Verano,Cotton Premium,5527IM6016213,100.0,220.0,,88.0
10,Hilos Verano,Cotton Premium,5527IM6016215,111.0,123.0,45.0,111.0
10,Hilos Verano,Cotton Premium,5527IM6016902,42.0,,,23.0
10,Hilos Verano,Cotton Premium,5527IM6018102,49.0,56.0,42.0,68.0
10,Hilos Verano,Cotton Premium,5527IM6018257,93.0,63.0,27.0,73.0
10,Hilos Verano,Cotton Premium,5527IM6018259,198.0,158.0,59.0,179.0
10,Hilos Verano,Cotton Premium,5527IM6018902,176.0,128.0,61.0,169.0
10,Hilos Verano,Delicia Verano,1320ANV010022,6.0,4.0,54.0,13.0
10,Hilos Verano,Delicia Verano,1320ANV010026,10.0,4.0,49.0,14.0
10,Hilos Verano,Delicia Verano,1320ANV010029,,,11.0,1.0
10,Hilos Verano,Delicia Verano,1320ANV010030,,,10.0,1.0
10,Hilos Verano,Delicia Verano,1320ANV010033,7.0,6.0,54.0,15.0
10,Hilos Verano,Delicia Verano,1320ANV010035,2.0,9.0,57.0,16.0
10,Hilos Verano,Delicia Verano,1320ANV010055,5.0,7.0,54.0,13.0
10,Hilos Verano,Delicia Verano,1320ANV010081,,,10.0,1.0
10,Hilos Verano,Delicia Verano,1320ANV010134,9.0,12.0,51.0,16.0
10,Hilos Verano,Delicia Verano,1320ANV010205,3.0,12.0,64.0,16.0
10,Hilos Verano,Delicia Verano,1320ANV010225,,,11.0,1.0
10,Hilos Verano,Delicia Verano,1320ANV010229,13.9,17.0,76.0,24.0
10,Hilos Verano,Delicia Verano,1320ANV010279,,,11.0,1.0
10,Hilos Verano,Delicia Verano,1320ANV010289,12.0,15.0,90.0,24.0
10,Hilos Verano,Delicia Verano,1320ANV010425,4.0,5.6,44.0,11.0
10,Hilos Verano,Delicia Verano,1320ANV010439,,,10.0,1.0
10,Hilos Verano,Delicia Verano,1320ANV010712,12.0,11.4,59.0,13.0
10,Hilos Verano,Delicia Verano,1320ANV010731,,,11.0,1.0
10,Hilos Verano,Delicia Verano,1320ANV011102,29.0,24.6,104.0,40.0
10,Hilos Verano,Delicia Verano,1320ANV011302,22.0,22.0,98.0,27.0
10,Hilos Verano,Delicia Verano,1320ANV013602,19.0,18.7,88.0,23.0
10,Hilos Verano,Delicia Verano,1320ANV016210,22.0,23.0,100.0,26.0
10,Hilos Verano,Delicia Verano,1320ANV016211,,,11.0,1.0
10,Hilos Verano,Delicia Verano,1320ANV016212,10.3,17.0,75.0,21.0
10,Hilos Verano,Delicia Verano,1320ANV016213,,,11.0,1.0
10,Hilos Verano,Delicia Verano,1320ANV016215,12.0,18.0,53.0,16.0
10,Hilos Verano,Delicia Verano,1320ANV016402,7.7,7.0,68.0,12.0
10,Hilos Verano,Delicia Verano,1320ANV018102,13.7,12.8,84.0,17.0
10,Hilos Verano,Delicia Verano,1320ANV018902,29.0,27.0,105.0,26.0
10,Hilos Verano,Fresquita,1300ANV010003,62.5,71.0,66.0,65.0
10,Hilos Verano,Fresquita,1300ANV010022,26.0,34.0,20.0,34.0
10,Hilos Verano,Fresquita,1300ANV010026,50.3,58.0,24.0,46.0
10,Hilos Verano,Fresquita,1300ANV010028,47.0,58.0,38.1,42.0
10,Hilos Verano,Fresquita,1300ANV010029,33.0,56.0,46.6,41.0
10,Hilos Verano,Fresquita,1300ANV010033,62.0,70.0,47.1,52.0
10,Hilos Verano,Fresquita,1300ANV010055,28.0,37.0,32.6,27.0
10,Hilos Verano,Fresquita,1300ANV010081,41.0,66.0,15.0,40.0
10,Hilos Verano,Fresquita,1300ANV010205,64.4,48.0,60.0,57.0
10,Hilos Verano,Fresquita,1300ANV010209,123.0,134.0,115.7,106.0
10,Hilos Verano,Fresquita,1300ANV010216,38.0,43.0,13.0,30.0
10,Hilos Verano,Fresquita,1300ANV010223,73.6,94.0,95.7,80.0
10,Hilos Verano,Fresquita,1300ANV010225,74.0,83.0,48.0,76.0
10,Hilos Verano,Fresquita,1300ANV010229,101.0,105.0,74.7,100.0
10,Hilos Verano,Fresquita,1300ANV010231,61.0,69.2,46.0,55.0
10,Hilos Verano,Fresquita,1300ANV010259,11.0,30.0,9.0,18.0
10,Hilos Verano,Fresquita,1300ANV010279,28.0,37.0,26.0,31.0
10,Hilos Verano,Fresquita,1300ANV010281,48.0,83.0,53.4,58.0
10,Hilos Verano,Fresquita,1300ANV010288,22.0,43.0,12.3,23.0
10,Hilos Verano,Fresquita,1300ANV010289,75.0,97.0,58.9,89.0
10,Hilos Verano,Fresquita,1300ANV010425,35.2,35.8,9.0,30.0
10,Hilos Verano,Fresquita,1300ANV010439,38.2,76.0,32.7,52.0
10,Hilos Verano,Fresquita,1300ANV010712,16.9,20.0,17.0,18.0
10,Hilos Verano,Fresquita,1300ANV010730,81.3,87.0,46.7,67.0
10,Hilos Verano,Fresquita,1300ANV010731,17.0,27.0,13.0,17.0
10,Hilos Verano,Fresquita,1300ANV011033,44.0,53.0,36.0,46.0
10,Hilos Verano,Fresquita,1300ANV011102,368.2,346.7,331.2,507.0
10,Hilos Verano,Fresquita,1300ANV011281,48.6,77.0,37.0,52.0
10,Hilos Verano,Fresquita,1300ANV011302,125.7,133.0,94.0,149.0
10,Hilos Verano,Fresquita,1300ANV011777,25.0,34.0,18.0,24.0
10,Hilos Verano,Fresquita,1300ANV011788,24.6,36.0,27.0,27.0
10,Hilos Verano,Fresquita,1300ANV011799,25.0,40.0,29.0,30.0
10,Hilos Verano,Fresquita,1300ANV012502,39.0,62.0,23.0,34.0
10,Hilos Verano,Fresquita,1300ANV013401,69.0,76.0,79.0,67.0
10,Hilos Verano,Fresquita,1300ANV013602,183.8,164.0,164.0,178.0
10,Hilos Verano,Fresquita,1300ANV014204,38.0,47.0,40.0,39.0
10,Hilos Verano,Fresquita,1300ANV014850,45.0,48.0,32.0,41.0
10,Hilos Verano,Fresquita,1300ANV016210,66.4,72.0,41.0,63.0
10,Hilos Verano,Fresquita,1300ANV016211,34.0,29.0,8.8,21.0
10,Hilos Verano,Fresquita,1300ANV016212,28.0,40.3,28.0,26.0
10,Hilos Verano,Fresquita,1300ANV016213,57.5,79.0,48.0,55.0
10,Hilos Verano,Fresquita,1300ANV016214,25.0,28.0,13.0,21.0
10,Hilos Verano,Fresquita,1300ANV016215,116.0,240.0,185.1,184.0
10,Hilos Verano,Fresquita,1300ANV016402,54.7,43.5,39.0,46.0
10,Hilos Verano,Fresquita,1300ANV016890,8.0,24.0,8.0,14.0
10,Hilos Verano,Fresquita,1300ANV017802,40.0,58.0,31.0,47.0
10,Hilos Verano,Fresquita,1300ANV018102,65.9,60.0,38.5,55.0
10,Hilos Verano,Fresquita,1300ANV018252,17.0,33.4,24.0,23.0
10,Hilos Verano,Fresquita,1300ANV018254,51.2,72.0,36.0,50.0
10,Hilos Verano,Fresquita,1300ANV018257,67.6,80.8,65.0,69.0
10,Hilos Verano,Fresquita,1300ANV018259,64.0,158.0,128.6,112.0
10,Hilos Verano,Fresquita,1300ANV018262,32.0,27.3,42.0,26.0
10,Hilos Verano,Fresquita,1300ANV018902,180.4,132.0,176.2,216.0
10,Hilos Verano,Fresquita Estampado,1305ANV010001,80.0,79.9,65.0,60.0
10,Hilos Verano,Fresquita Estampado,1305ANV010002,61.0,44.6,36.0,32.0
10,Hilos Verano,Fresquita Estampado,1305ANV010003,75.0,77.0,66.0,51.0
10,Hilos Verano,Fresquita Estampado,1305ANV010004,71.0,59.0,45.0,38.0
10,Hilos Verano,Fresquita Estampado,1305ANV010005,73.0,82.0,69.6,49.0
10,Hilos Verano,Fresquita Estampado,1305ANV010006,80.0,76.0,56.0,48.0
10,Hilos Verano,Fresquita Estampado,1305ANV010007,69.5,78.0,63.0,48.0
10,Hilos Verano,Fresquita Estampado,1305ANV010008,66.0,70.0,58.0,43.0
10,Hilos Verano,Fresquita Estampado,1305ANV010009,79.0,70.0,67.0,46.0
10,Hilos Verano,Fresquita Estampado,1305ANV010010,58.0,49.0,40.0,30.0
10,Hilos Verano,Fresquita Estampado,1305ANV010011,90.0,105.0,101.3,75.0
10,Hilos Verano,Margarita,1308ANV010003,68.0,32.0,46.1,54.0
10,Hilos Verano,Margarita,1308ANV010022,62.7,28.2,29.0,32.0
10,Hilos Verano,Margarita,1308ANV010028,78.0,26.0,41.0,56.0
10,Hilos Verano,Margarita,1308ANV010029,55.0,40.5,43.0,41.0
10,Hilos Verano,Margarita,1308ANV010033,69.0,37.1,48.0,57.0
10,Hilos Verano,Margarita,1308ANV010081,52.0,22.0,47.0,42.0
10,Hilos Verano,Margarita,1308ANV010205,64.5,26.0,30.0,50.0
10,Hilos Verano,Margarita,1308ANV010209,168.3,75.0,99.0,102.0
10,Hilos Verano,Margarita,1308ANV010223,102.6,46.0,81.0,83.0
10,Hilos Verano,Margarita,1308ANV010225,80.9,53.0,49.0,58.0
10,Hilos Verano,Margarita,1308ANV010229,106.9,34.8,54.7,73.0
10,Hilos Verano,Margarita,1308ANV010289,89.0,42.0,59.5,73.0
10,Hilos Verano,Margarita,1308ANV010425,55.0,33.0,34.0,40.0
10,Hilos Verano,Margarita,1308ANV010439,91.0,46.0,65.6,75.0
10,Hilos Verano,Margarita,1308ANV010712,55.6,18.0,28.0,35.0
10,Hilos Verano,Margarita,1308ANV010730,71.0,39.0,49.0,60.0
10,Hilos Verano,Margarita,1308ANV010731,52.0,13.5,23.0,29.0
10,Hilos Verano,Margarita,1308ANV011102,274.9,162.0,179.0,265.0
10,Hilos Verano,Margarita,1308ANV011302,137.8,77.0,97.7,101.0
10,Hilos Verano,Margarita,1308ANV013401,70.0,37.6,48.5,60.0
10,Hilos Verano,Margarita,1308ANV013602,167.5,79.0,103.5,117.0
10,Hilos Verano,Margarita,1308ANV014850,79.0,32.0,44.0,52.0
10,Hilos Verano,Margarita,1308ANV016210,85.3,37.0,52.0,53.0
10,Hilos Verano,Margarita,1308ANV016212,47.0,17.0,30.0,31.0
10,Hilos Verano,Margarita,1308ANV016213,55.0,28.4,27.7,55.0
10,Hilos Verano,Margarita,1308ANV016215,129.0,82.0,106.5,115.0
10,Hilos Verano,Margarita,1308ANV016402,88.5,50.0,56.0,54.0
10,Hilos Verano,Margarita,1308ANV018102,71.5,31.0,44.0,58.0
10,Hilos Verano,Margarita,1308ANV018254,91.0,44.0,55.9,61.0
10,Hilos Verano,Margarita,1308ANV018257,93.0,47.0,66.0,63.0
10,Hilos Verano,Margarita,1308ANV018902,114.0,73.0,124.0,153.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ100003,31.0,29.0,59.0,39.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ100209,53.0,37.1,41.0,41.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ100225,38.3,35.0,41.0,41.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ100229,58.9,37.0,40.4,56.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ100730,29.0,32.8,42.0,36.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ101102,80.0,51.1,53.0,71.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ101302,75.0,51.9,47.0,70.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ103401,29.9,29.6,37.0,37.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ103602,47.0,38.0,43.0,42.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ106215,47.9,39.5,39.0,46.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ106402,25.0,24.0,42.0,30.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ108257,31.0,24.5,37.0,32.0
10,Hilos Verano,Natura Algodón 100 gr,1528IMQ108902,50.0,36.4,43.0,54.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ200003,28.0,28.0,39.0,49.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ200209,51.0,58.0,51.0,53.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ200225,26.0,17.0,37.0,44.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ200229,54.0,40.0,46.0,67.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ200730,25.0,56.0,43.0,42.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ201102,98.0,152.0,75.0,136.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ201302,87.0,158.0,65.0,91.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ203401,28.5,14.0,38.0,29.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ203602,41.5,69.0,55.0,58.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ206215,41.0,64.0,49.0,59.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ206402,27.5,11.0,48.0,42.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ208257,26.0,6.0,41.0,47.0
10,Hilos Verano,Natura Algodón 500 gr,5528IMQ208902,38.0,58.0,47.0,58.0
10,Hilos Verano,Perle Verano,1310ANV010022,31.0,48.0,51.4,61.0
10,Hilos Verano,Perle Verano,1310ANV010029,45.9,25.0,51.0,50.0
10,Hilos Verano,Perle Verano,1310ANV010032,53.0,139.0,102.2,87.0
10,Hilos Verano,Perle Verano,1310ANV010033,84.0,121.2,78.1,90.0
10,Hilos Verano,Perle Verano,1310ANV010081,37.4,85.7,80.0,79.0
10,Hilos Verano,Perle Verano,1310ANV010205,85.0,132.0,62.0,116.0
10,Hilos Verano,Perle Verano,1310ANV010209,188.20000000000002,174.0,142.0,149.0
10,Hilos Verano,Perle Verano,1310ANV010210,63.0,156.5,111.0,111.0
10,Hilos Verano,Perle Verano,1310ANV010216,70.0,92.0,42.0,68.0
10,Hilos Verano,Perle Verano,1310ANV010225,116.3,136.6,99.5,113.0
10,Hilos Verano,Perle Verano,1310ANV010229,130.0,150.0,91.0,147.0
10,Hilos Verano,Perle Verano,1310ANV010231,63.4,120.0,92.3,102.0
10,Hilos Verano,Perle Verano,1310ANV010234,70.2,117.4,87.0,85.0
10,Hilos Verano,Perle Verano,1310ANV010279,61.0,126.0,74.1,78.0
10,Hilos Verano,Perle Verano,1310ANV010288,45.0,114.4,39.0,54.0
10,Hilos Verano,Perle Verano,1310ANV010289,120.0,173.0,88.0,144.0
10,Hilos Verano,Perle Verano,1310ANV010425,47.0,29.0,38.0,53.0
10,Hilos Verano,Perle Verano,1310ANV010439,61.0,184.0,115.3,100.0
10,Hilos Verano,Perle Verano,1310ANV010712,25.0,68.0,66.0,57.0
10,Hilos Verano,Perle Verano,1310ANV010731,22.0,112.0,39.0,45.0
10,Hilos Verano,Perle Verano,1310ANV010903,35.5,86.0,92.0,91.0
10,Hilos Verano,Perle Verano,1310ANV011102,506.0,486.5,413.2,607.0
10,Hilos Verano,Perle Verano,1310ANV011302,168.0,313.0,178.4,240.0
10,Hilos Verano,Perle Verano,1310ANV013401,89.8,169.0,83.5,115.0
10,Hilos Verano,Perle Verano,1310ANV013602,227.2,305.7,223.0,274.0
10,Hilos Verano,Perle Verano,1310ANV014204,74.0,169.2,85.9,94.0
10,Hilos Verano,Perle Verano,1310ANV014850,56.0,78.5,84.0,84.0
10,Hilos Verano,Perle Verano,1310ANV016210,95.0,235.5,151.0,144.0
10,Hilos Verano,Perle Verano,1310ANV016213,52.1,111.0,82.9,106.0
10,Hilos Verano,Perle Verano,1310ANV016215,193.4,237.0,133.6,217.0
10,Hilos Verano,Perle Verano,1310ANV016402,70.0,157.0,93.0,99.0
10,Hilos Verano,Perle Verano,1310ANV017802,92.0,175.0,93.2,111.0
10,Hilos Verano,Perle Verano,1310ANV018102,63.2,172.0,107.0,124.0
10,Hilos Verano,Perle Verano,1310ANV018252,30.0,15.0,25.0,32.0
10,Hilos Verano,Perle Verano,1310ANV018254,62.0,69.4,81.0,79.0
10,Hilos Verano,Perle Verano,1310ANV018257,76.5,194.0,104.0,119.0
10,Hilos Verano,Perle Verano,1310ANV018259,89.0,216.5,145.0,140.0
10,Hilos Verano,Perle Verano,1310ANV018262,33.0,151.3,89.0,85.0
10,Hilos Verano,Perle Verano,1310ANV018902,277.0,374.5,262.7,359.0
10,Hilos Verano,Sinfonia,5532IM6010001,7.0,8.0,36.0,19.0
10,Hilos Verano,Sinfonia,5532IM6010002,5.0,11.0,38.0,19.0
10,Hilos Verano,Sinfonia,5532IM6010003,4.0,10.0,39.0,21.0
10,Hilos Verano,Sinfonia,5532IM6010004,3.0,11.0,38.0,19.0
10,Hilos Verano,Sinfonia,5532IM6010005,6.0,7.0,37.0,15.0
10,Hilos Verano,Sinfonia,5532IM6010006,6.0,8.0,36.0,15.0
10,Hilos Verano,Sinfonia,5532IM6010007,7.0,6.0,37.0,20.0
10,Hilos Verano,Sinfonia,5532IM6010008,6.0,15.0,43.0,20.0
10,Invierno,Batik Soft,5618IMOR10001,,1.0,,10.0
10,Invierno,Batik Soft,5618IMOR10002,2.0,,,9.0
10,Invierno,Batik Soft,5618IMOR10003,,2.0,,9.0
10,Invierno,Batik Soft,5618IMOR10004,1.0,4.0,,11.0
10,Invierno,Batik Soft,5618IMOR10005,,,,8.0
10,Invierno,Batik Soft,5618IMOR10006,,1.0,,10.0
10,Invierno,Batik Soft,5618IMOR10007,2.0,1.0,,11.0
10,Invierno,Batik Soft,5618IMOR10008,,1.0,,9.0
10,Invierno,Batik Soft,5618IMOR10009,1.0,1.0,,13.0
10,Invierno,Batik Soft,5618IMOR10010,1.0,1.0,,11.0
10,Invierno,Bonbon Classic,5248IM0108200,22.0,16.0,23.0,44.0
10,Invierno,Bonbon Classic,5248IM0108204,14.0,12.0,20.0,22.0
10,Invierno,Bonbon Classic,5248IM0108206,24.0,30.0,25.0,77.0
10,Invierno,Bonbon Classic,5248IM0108207,,0.5,7.0,24.0
10,Invierno,Bonbon Classic,5248IM0108209,19.0,10.0,31.0,48.0
10,Invierno,Bonbon Classic,5248IM0108211,8.0,8.0,21.0,22.0
10,Invierno,Bonbon Classic,5248IM0108217,10.5,16.0,17.0,26.0
10,Invierno,Bonbon Classic,5248IM0108219,7.0,10.0,6.0,16.0
10,Invierno,Bonbon Classic,5248IM0108220,6.0,7.0,14.0,24.0
10,Invierno,Bonbon Classic,5248IM0108221,,,,3.0
10,Invierno,Bonbon Classic,5248IM0108223,20.5,12.0,31.0,35.0
10,Invierno,Bonbon Classic,5248IM0108224,14.0,22.0,34.0,51.0
10,Invierno,Bonbon Classic,5248IM0108226,5.0,7.0,24.0,26.0
10,Invierno,Bonbon Classic,5248IM0108236,5.0,5.0,13.0,16.0
10,Invierno,Bonbon Classic,5248IM0108237,11.0,18.3,29.0,39.0
10,Invierno,Bonbon Classic,5248IM0108239,2.0,4.0,7.0,13.0
10,Invierno,Bonbon Classic,5248IM0108242,15.5,,30.0,31.0
10,Invierno,Bonbon Classic,5248IM0108322,7.5,4.0,15.0,20.0
10,Invierno,Bonbon Classic,5248IM0108402,14.0,4.0,23.0,24.0
10,Invierno,Bonbon Classic,5248IM0108404,5.0,,26.0,18.0
10,Invierno,Bonbon Classic,5248IM0108488,5.5,6.0,21.0,24.0
10,Invierno,Bonbon Classic,5248IM0108769,7.0,4.0,15.0,28.0
10,Invierno,Bruni,1129ANB310769,4.0,2.0,,11.0
10,Invierno,Bruni,1129ANB310772,6.0,,,10.0
10,Invierno,Bruni,1129ANB310831,8.0,1.0,,11.0
10,Invierno,Bruni,1129ANB310888,9.0,,,14.0
10,Invierno,Bruni,1129ANB312903,6.0,,,11.0
10,Invierno,Bruni,1129ANB313602,8.0,,,12.0
10,Invierno,Bruni,1129ANB313916,5.0,4.0,,13.0
10,Invierno,Bruni,1129ANB314850,8.0,2.0,,11.0
10,Invierno,Bruni,1129ANB316890,4.0,2.0,,12.0
10,Invierno,Bruni,1129ANB317007,6.0,1.0,,13.0
10,Invierno,Bruni,1129ANB318003,5.0,4.0,,11.0
